Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average power (w),Max power (w),Min power (w),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Unknown duration (ms),Walking duration (ms),Running duration (ms),Stationary biking duration (ms),Hiking duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),REM sleeping duration (ms),Awake mid-sleeping duration (ms)
2015-12-09,,1911.1139545183194,5436.8685349226,,,,,,,,,,,,,0.6330892890757372,1.1180340051651,0.5,5028,,,,2569689,79733677,,3388819,,,,,,,,
2015-12-10,,1728.9560188820535,2880.516379594803,,,,,,,,,,,,,1.7380584856725607,17.0,0.5,5278,,,,,75525810,,4456523,,,,,,,,
2015-12-11,,1882.8198944361318,6357.916658341885,,,,,,,,,,,,,0.7795819921953535,13.5,0.5,10045,,,,,78317245,,5348895,822698,,,,,,,
2015-12-12,,1480.7499203386885,,,,,,,,,,,,,,0.9173832920956165,1.1180340051651,0.7071067690849304,211,,,,,86295315,,,,,,,,,,
2015-12-13,,1580.352564888787,1361.0656136274338,,,,,,,,,,,,,2.088736272254813,20.75,0.5,3786,,,,,75183015,,1111831,286662,,,,,,,
2015-12-14,,1615.2515181333501,1723.607677578926,,,,,,,,,,,,,0.966266907156117,10.0,0.5,4205,,,,,79700009,,2066255,153394,,,,,,,
2015-12-15,,1502.1583390658589,112.6508948802948,,,,,,,,,,,,,3.269411179853116,12.75,0.75,2661,,,,,80839249,,384386,,,,,,,,
2015-12-16,,1596.5579291803897,2098.988891482353,,,,,,,,,,,,,,,,4257,,,,,77971090,,2079324,,,,,,,,
2015-12-17,,1643.461421116102,2805.6867340803146,,,,,,,,,,,,,1.1023743503504486,7.5,0.5,5430,,,,,75697016,,2921473,,,,,,,,
2015-12-18,,1743.145023089326,3386.6852316856384,,,,,,,,,,,,,1.1235200724974805,7.830229759216309,0.5,9181,,,,,74669252,,4711286,,,,,,,,
2015-12-19,,1612.7463442720152,1576.8157337903976,,,,,,,,,,,,,0.5,0.5,0.5,6617,,,,,71945736,,2180976,83143,,,,,,,
2015-12-20,,1597.15811105403,1496.4159415960312,,,,,,,,,,,,,1.7953534188830615,16.75,0.5,3778,,,,,73365105,,2090099,,,,,,,,
2015-12-21,,1881.387653898472,6306.619961231947,,,,,,,,,,,,,2.4462234694616893,16.5,0.5,11249,68.0,68.0,68.0,,48259640,,7306608,,,,,,,,
2015-12-22,,1742.578738173835,3610.408858537674,,,,,,,,,,,,,1.1572751365065257,15.0,0.5,8551,,,,,69333884,,4964438,,,,,,,,
2015-12-23,,1926.6485707140114,7517.450630068779,,,,,,,,,,,,,0.9845694275082699,2.1213202476501465,0.5,12642,,,,482529,63711086,,7510679,,,,,,,,
2015-12-24,,812.1700201768282,,,,,,,,,,,,,,1.5370234348939675,6.562202453613281,0.5,397,,,,,47043669,,,,,,,,,,
2016-01-17,,239.9817838454861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,1470.7499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,1470.7499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,1470.7499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,1470.7499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,1470.7499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-23,,1470.7499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-24,,1509.2819723772106,393.2122688293457,,,,,,,,,,,,,3.7495278590280456,6.0,1.5,1037,,,,,9515290,,703714,,,,,,,,
2016-01-25,,1759.7853503404863,3245.531378507614,,,,,,,,,,,,,5.113931664517864,16.5075740814209,0.5,7845,,,,,58071731,,5278684,,,,,,,,
2016-01-26,,1910.0465140717984,8682.785725951195,,,,,,,,,,,,,3.401214042020606,5.0,1.1180340051651,7528,,,,2378222,73574607,,4003866,,,,,,,,
2016-01-27,,1774.6390239957848,12871.350301742554,,,,,,,,,,,,,1.4838441564628693,8.764273643493652,0.5,2108,,,,2973746,73036294,,524507,,,,,,,,
2016-01-28,,1582.9324495202477,1435.3661885261536,,,,,,,,,,,,,8.514693260192871,8.514693260192871,8.514693260192871,4052,,,,,79209094,,2048802,,,,,,,,
