Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average power (w),Max power (w),Min power (w),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Unknown duration (ms),Walking duration (ms),Running duration (ms),Stationary biking duration (ms),Hiking duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),REM sleeping duration (ms),Awake mid-sleeping duration (ms)
2017-11-13,,1988.125762258348,21472.88927445188,,,70.1711979689415,113.0,43.0,,,,,,,,1.6443656499522548,11.914945602416992,0.5018799901008606,14125,59.0,59.0,59.0,3424579,45976871,,9474885,,,,,10517411,12017312,1200000,296701
2017-11-14,,1762.2229438556333,13313.723085582256,,,80.46283467273811,126.0,48.0,,,,,,,,1.4750576598371048,12.515028953552246,0.5038928985595703,7997,58.20000076293945,58.20000076293945,58.20000076293945,2258668,74186220,,6040481,,,,,,,,
2017-11-15,,1580.9307953525604,11443.919229269028,,,74.8078612654024,140.0,63.0,,,,,,,,1.5730875675539118,12.03503131866455,0.5064253211021423,816,,,,4058190,73116423,3610735,224590,,,,,4018498,191357,,259835
2017-11-16,,2017.4362871468802,30351.945636704564,,,72.96540626130263,166.0,46.0,,,,,,,,1.3234949058972663,12.121222496032715,0.502494215965271,9367,,,,6422560,45744462,,7276419,,,,,9142492,13622876,3600000,
2017-11-17,,1457.8497607511954,2840.3836550712585,,,70.58028851876882,115.0,46.0,,,,,,,,1.2004008249678084,8.455803871154785,0.5001518726348877,465,58.70000076293945,58.70000076293945,58.70000076293945,1436669,53125421,1517994,282242,,,,,11943799,12798515,4800000,297065
2017-11-18,,1883.8503053345266,37856.8830190897,,,62.61745399327076,119.0,44.0,,,,,,,,2.12181002076642,97.6506118774414,0.501987099647522,3148,,,,8838385,36809460,,1226019,,,,,14491111,13983100,6000000,296461
2017-11-19,,1730.9018193497095,11702.083020567894,,,,,,,,,,,,,1.3344320331969473,10.641737937927246,0.5156552195549011,3960,58.5,58.5,58.5,4488610,76662380,,2919437,,,,,,,,
2017-11-20,,1700.3062238205976,16126.287526130676,,,,,,,,,,,,,1.56629080730323,12.088092803955078,0.5016767382621765,4326,58.099998474121094,58.099998474121094,58.099998474121094,4462543,78985730,600000,2351727,,,,,,,,
2017-11-21,,1799.5605721208528,22556.385951161385,,,,,,,,,,,,,1.6162520388499548,11.316123008728027,0.5029469728469849,7910,,,,4506933,75348794,,4428668,,,,,,,,
2017-11-22,,2297.902907495517,39146.219356268644,,,,,,,,,,,,,1.4770368670219172,8.014935493469238,0.51796954870224,12050,,,,10605452,62144583,,9001046,,,,,,,,
2017-11-23,,1673.3134498406184,12654.423275351524,,,67.85873878467623,130.0,41.0,,,,,,,,1.9370642825808073,9.286895751953125,0.5146836042404175,5202,,,,2651579,74790424,60000,3781773,,,,,,,,
2017-11-24,,1959.8905844592362,34077.631613612175,,,71.05141934734824,146.0,42.0,,,,,,,,1.9868982590838236,12.563013076782227,0.5075419545173645,7215,,,,7320050,46182306,2424972,5087616,,,,,9409701,12266565,2400000,293434
2017-11-25,,1802.052041279297,11811.539154291153,,,72.3594983388949,135.0,41.0,,,,,,,,2.148809305788174,11.28744888305664,0.5010831952095032,11526,,,,2484282,69589101,2280000,6806670,,,,,,,,
2017-11-26,,2008.6714916340677,23779.14911007881,,,68.85344818189417,130.0,42.0,-23.597862243652344,-46.70847702026367,-23.536006927490234,-46.598106384277344,,,,2.016599325530526,10.940260887145996,0.5003468990325928,3836,,,,4995082,42381840,534435,4844301,1500000,,,,21699353,9300000,,433818
2017-11-27,,1844.7854931613722,15599.252678632736,,,52.886197146352806,92.0,44.0,,,,,,,,1.5238350553135478,8.394220352172852,0.5025351643562317,9867,,,,2830579,49275860,389160,7353656,,,,,10628174,11489948,3600000,
2017-11-28,,1402.3237081517777,499.4044362306595,,,62.047183652605746,116.0,45.0,,,,,,,,1.3799460186577794,8.273351669311523,0.503422737121582,1297,58.70000076293945,58.70000076293945,58.70000076293945,,46484018,2602915,589444,,,,,12758303,19112563,3600000,590027
2017-11-29,,2052.0284228840264,28377.978141069412,,,70.3111984403026,117.0,43.0,,,,,,,,1.8084649325709756,11.069315910339355,0.5043559074401855,7759,58.400001525878906,58.400001525878906,58.400001525878906,7982339,50779865,1499979,6002318,,,,,8098393,7695765,3600000,
2017-11-30,,1721.3053654152422,20135.39898065797,,,69.0512205893097,130.0,43.0,,,,,,,,1.4685326257402394,13.419215202331543,0.5005630254745483,4630,58.20000076293945,58.20000076293945,58.20000076293945,3676276,77870549,,3371116,,,,,,,,
2017-12-01,,2078.042366649298,28532.551954839444,,,68.98203064147134,128.0,43.0,-23.53583335876465,-46.70884704589844,-23.535707473754883,-46.70820236206055,,,,1.487321588218132,10.11032772064209,0.5029754042625427,6233,,,,8670170,33493926,,4531010,660000,,,,33180000,4200000,,
2017-12-02,,1914.038588570535,13043.276093482971,,,65.87108237035577,121.0,42.0,-23.535903930664062,-46.70845413208008,-23.535627365112305,-46.70832443237305,,,,1.3151401004112546,12.349672317504883,0.5053874850273132,10231,,,,2103578,41479786,,8103636,660000,,,,25140000,8520000,,
2017-12-03,,1533.8846233838592,3257.9012801647186,,,66.07625102134915,105.0,42.0,-23.541181564331055,-46.7086067199707,-23.535755157470703,-46.699710845947266,,,,1.2383442085456156,6.700313091278076,0.5020690560340881,940,57.900001525878906,57.900001525878906,57.900001525878906,,37901423,720879,377795,1380000,,,,28829282,15276663,,1913958
2017-12-04,,2287.712512256844,59536.17467242479,,,76.45288156756789,146.0,40.0,,,,,,,,2.475218412034155,28.796598434448242,0.5008633136749268,8245,57.95000076293945,58.20000076293945,57.70000076293945,12321502,37170995,2520000,6643902,134412,,,,9557379,13098873,2400000,
2017-12-05,,2027.3508171238493,12054.463711947203,,,83.94908226053612,150.0,48.0,-19.633325576782227,-63.89867401123047,-8.714641571044922,-43.96326446533203,,,,4.807796197277098,32.08766555786133,0.503898561000824,4873,58.0,58.0,58.0,1941233,37895086,1806298,7779550,2040000,,,,14479172,2051774,,634284
2017-12-06,,2439.8887137335705,26650.058602345933,,,78.83058075435538,166.0,47.0,-9.926400184631348,-63.03871536254883,-9.913384437561035,-63.03181838989258,,,,1.735453937010676,9.536458015441895,0.5153060555458069,7038,,,,7011098,39819439,,11673500,1860000,,,,16080000,9060000,,
2017-12-07,,1880.820414721555,17487.62469898368,,,73.96385893508095,162.0,44.0,,,,,,,,1.6043126710508888,9.101572036743164,0.503133237361908,8714,,,,4620497,71719297,2350819,6296927,,,,,,,,
2017-12-08,,1481.2699643020503,1006.8564729690552,,,74.5855197824336,94.0,52.0,,,,,,,,1.4144051540843345,13.359761238098145,0.5112606287002563,1660,,,,1490350,81033725,1800000,840441,,,,,,,,
2017-12-09,,1884.8170337410124,9279.103646993637,,,65.70497406628877,109.0,40.0,-9.925552368164062,-63.0383186340332,-9.91878890991211,-63.03278350830078,,,,1.4119802113990563,14.758881568908691,0.5002055764198303,4696,,,,2499164,45257540,,5910772,1140000,,,,19740000,7980000,,
2017-12-10,,2564.3158084688484,6644.896015256643,,,68.62203317701274,125.0,45.0,-9.992588996887207,-63.17498779296875,-9.920802116394043,-63.03156661987305,,,,2.042728793645331,20.734779357910156,0.5022295117378235,7276,,,,,29139583,,8491801,7680000,,,,29040000,5880000,,1620000
2017-12-11,,1740.9292429549787,9275.761632204056,,,68.30426283442024,122.0,43.0,-9.925436973571777,-63.033626556396484,-9.925436973571777,-63.033626556396484,,,,1.570144315210419,15.112325668334961,0.5044683814048767,5606,,,,2803771,39624686,,5158498,,,,420000,28800000,5880000,,
2017-12-12,,1958.0249992604233,7588.196859002113,,,70.94230028128108,142.0,42.0,-9.92598819732666,-63.03389358520508,-9.925137519836426,-63.03340530395508,,,,2.4855621765635285,37.13126754760742,0.502522349357605,4074,,,,1716336,44954325,,3611340,3240000,,,,15060000,11880000,,120000
2017-12-13,,2689.7904817447466,29865.319343018065,,,72.98197791194215,140.0,41.0,-9.925857543945312,-63.045047760009766,-9.902717590332031,-63.03297424316406,,,,1.6219051429094136,10.098278999328613,0.5017421841621399,13622,,,,4103734,39439297,300000,6424179,7800000,,,,18240000,8340000,,
2017-12-14,,1856.7607276780593,10111.074034617473,,,75.4673463471281,134.0,45.0,-9.925450325012207,-63.04446029663086,-9.91325855255127,-63.03274154663086,,,,1.918675095516665,11.604537010192871,0.5070108771324158,2928,,,,2690261,46088072,,2705607,1980000,,,,23269340,8223384,,7165
2017-12-15,,1956.5742524729365,28334.463126447143,,,80.25298467555736,145.0,45.0,,,,,,,,1.9773194211110774,13.634736061096191,0.5043023228645325,3583,,,,8897881,53555663,1632656,3385838,,,,,5127682,7254914,1200000,889328
2017-12-16,,1902.3633847230058,26156.111305117607,,,73.21051411447192,154.0,46.0,,,,,,,,1.5083658161129796,11.599739074707031,0.5017329454421997,2871,,,,8608236,50069454,,2500858,,,,,11327513,11224613,1200000,295484
2017-12-17,,1903.2601833825047,7277.693477362394,,,76.97651230178575,150.0,42.0,-9.925603866577148,-63.094825744628906,-9.8497314453125,-63.028873443603516,,,,2.2756719191966894,21.23293685913086,0.5093886852264404,8035,,,,1314169,39649716,,8090325,960000,,,,15960000,3180000,,2700000
2017-12-18,,1843.680574417969,11334.376729369164,,,79.13812828320056,143.0,44.0,-9.925640106201172,-63.03382873535156,-9.922734260559082,-63.03280258178711,,,,1.5861379801003217,12.614526748657227,0.5111764669418335,7961,,,,2382252,52518410,,7875348,,,,,17100000,4200000,,120000
2017-12-19,,1450.9005399767034,1371.872087419033,,,76.26257109022485,133.0,42.0,,,,,,,,1.5652961524880575,8.899608612060547,0.5026800036430359,2469,,,,,80858979,,1767103,,,,,,,,
2017-12-20,,1777.7440176885148,22032.12195134163,,,79.89848671044098,162.0,47.0,,,,,,,,5.148741444948335,27.697303771972656,0.50871342420578,5263,58.5,58.79999923706055,58.20000076293945,3879632,52710588,120000,4267335,,,,,,,,
2017-12-21,,1586.7491232465154,3909.1547302007675,,,75.90775381717539,114.0,47.0,,,,,,,,1.3392253781044101,8.925018310546875,0.502407431602478,4653,,,,543815,79231806,240000,4116210,,,,,,,,
2017-12-22,,1816.3494030691977,19369.4221868515,,,78.52838673954602,120.0,41.0,,,,,,,,1.687859958370152,26.467693328857422,0.5016630291938782,4618,,,,2849718,73412640,60000,4493382,,,,,,,,
2017-12-23,,2106.739072933056,36220.84764626622,,,78.47011365980615,150.0,42.0,,,,,,,,1.907512812303364,21.838224411010742,0.5067434906959534,5781,,,,10306123,67623314,,4861187,93274,,,,,,,
2017-12-24,,1536.208310034573,1507.6777787208557,,,80.82178026411657,116.0,52.0,,,,,,,,2.0193475261491347,15.57972526550293,0.5004311800003052,4727,,,,,81549158,,3588939,,,,,,,,
2017-12-25,,1496.3472136811447,1820.9823586065322,,,71.34795696135767,133.0,44.0,,,,,,,,10.857841258325323,128.1570587158203,0.5184208750724792,3444,,,,,34711056,,2713738,,,,,22790189,8847403,,835329
2017-12-26,,2126.0068366868354,10650.185204267502,,,71.4045255636201,155.0,42.0,-23.487462997436523,-51.938114166259766,-23.412565231323242,-51.79515838623047,,,,2.3778734916792725,37.29377365112305,0.5034286379814148,17649,,,,,38515756,,14829240,780000,,,374627,24180000,1740000,,
2017-12-27,,1576.7838540832531,1518.7022777795792,,,72.33587757001268,126.0,41.0,,,,,,,,6.199001859152628,37.512516021728516,0.5209289789199829,5235,,,,,32726649,,4479830,,,,23260767,,,,
2017-12-28,,2144.993425153665,11108.993133187294,,,70.49120390075875,96.0,69.0,,,,,,,,6.7714944439783675,39.63179397583008,0.5105113983154297,19946,,,,,24940122,120000,16955610,,,,21000000,,,,
2017-12-29,,1497.619100612791,2336.3385508060455,,,,,,,,,,,,,1.7582181180327405,11.576680183410645,0.5016137361526489,4347,,,,,75949443,,2741666,,,,,,,,
2017-12-30,,1910.273557925921,27855.323179602623,,,,,,,,,,,,,1.7527276905251987,8.892803192138672,0.5154203176498413,3183,,,,9383740,71263619,,1752118,,,,,,,,
2017-12-31,,1536.7824964824067,3439.4220576817443,,,92.74122907463573,109.0,87.0,,,,,,,,1.862623114329302,21.13759422302246,0.5019674301147461,3239,,,,924321,76086092,,2540609,,,,,,,,
2018-01-01,,1467.5683084951283,2469.218025243814,,,72.62237542239365,90.0,57.0,,,,,,,,1.630529556169415,20.731332778930664,0.5054642558097839,1959,,,,655588,82529681,,1379729,,,,,,,,
2018-01-02,,1713.0506067951208,5217.341902624816,,,64.94666642565618,90.0,41.0,,,,,,,,1.938793495859594,31.971864700317383,0.5029149651527405,9735,,,,,69612059,,7471746,,,,,,,,
2018-01-03,,1789.0871586162732,26805.595445930958,,,69.79063061179787,89.0,53.0,,,,,,,,1.6178698907265516,10.375625610351562,0.5001641511917114,2625,,,,5240016,77369239,,3086668,,,,,,,,
2018-01-04,,1475.3945729585837,8627.982557177544,,,68.42863942312862,76.0,62.0,,,,,,,,1.380425472267855,10.843001365661621,0.5006259679794312,721,,,,1676898,58566604,,430232,,,,25500000,,,,
2018-01-05,,2441.4077420596063,55834.13644614816,,,68.0,81.0,55.0,,,,,,,,2.2325363707243535,14.544300079345703,0.5012654662132263,14645,,,,9746818,32814853,,12252564,,,,26400000,,,,
2018-01-06,,1734.9378996004823,4917.359347462654,,,74.91903846278393,97.0,41.0,,,,,,,,1.8812047375654752,34.69468688964844,0.5021284818649292,7950,,,,620423,57944966,,7287375,,,,18600000,,,,
2018-01-07,,1717.4042577834864,3834.510141700506,,,71.23357547186892,100.0,52.0,,,,,,,,9.893992370991745,42.1766357421875,0.5003264546394348,7622,,,,,44025765,540000,7566386,,,,,,,,
2018-01-08,,2029.9129808049809,20422.30405175686,,,73.09521635575499,123.0,48.0,,,,,,,,2.249168149471423,21.03750228881836,0.5032923817634583,10158,,,,5170210,65826147,,8862902,,,,,,,,
2018-01-09,,1372.7499392226987,,,,60.607262497253565,70.0,44.0,,,,,,,,1.5129607372684002,6.381040096282959,0.5319963693618774,,,,,,10820069,,,,,,16123815,,,,
2018-01-10,,2246.837171202543,6635.761911271126,,,68.34909669215249,92.0,45.0,-20.46415901184082,-54.62533187866211,-20.396940231323242,-54.55766677856445,,,,9.43662112947318,33.33740997314453,0.5559004545211792,11323,,,,1904447,23485481,,10767219,2760000,,,,,,,
2018-01-11,,3112.8176465017027,31531.785512270886,,,70.2332778019589,128.0,41.0,-23.557220458984375,-54.66920471191406,-20.457197189331055,-46.47998046875,,,,3.2960478065165404,23.521377563476562,0.5357507467269897,24080,,,,2024042,44253030,,21915123,5700000,,,,,,,294137
2018-01-12,,1975.7580672411602,29081.747519552708,,,,,,,,,,,,,2.6071854654569036,13.724928855895996,0.6286526322364807,9272,,,,5906054,72262939,,6819248,,,,,,,,
2018-01-13,,2119.418624612948,12953.263954043388,,,62.89997688842666,67.0,59.0,-23.535812377929688,-46.70845031738281,-23.53570556640625,-46.70819091796875,,,,3.43911337492253,12.8489351272583,0.7877437472343445,5658,57.70000076293945,57.70000076293945,57.70000076293945,2469079,38820713,,6343014,3300000,,,,27653539,6780000,,11727
2018-01-14,,1997.4309392855876,21043.04824777879,,,69.93033839490379,112.0,45.0,-23.573171615600586,-46.73631286621094,-23.535686492919922,-46.69563293457031,,,,1.4125736982644133,15.953692436218262,0.0,4959,57.5,57.5,57.5,4961393,45466282,,6236464,1080000,,,,15588319,12660000,,
2018-01-15,,1795.7197033258863,20939.581926107407,,,71.61478911368964,108.0,42.0,,,,,,,,0.9353569095593272,14.304411888122559,0.0,6624,,,,4376230,77399819,,4458797,,,,,,,,
2018-01-16,,2145.206364498548,36313.12951683998,,,69.37520452526573,109.0,41.0,,,,,,,,1.5413291773052917,23.432369232177734,0.06889140605926514,13348,57.400001525878906,57.400001525878906,57.400001525878906,7516970,65727989,,9062894,,,,,,,,
2018-01-17,,2342.677052002735,24549.485438525677,,,66.96903451582928,112.0,42.0,-23.575237274169922,-46.71131896972656,-23.535268783569336,-46.68821334838867,,,,0.5036426339993082,15.392664909362793,0.0,12817,,,,2906987,30786512,,18234052,660000,,,1500000,26700000,5340000,,120000
2018-01-18,,2291.946325191553,16978.714516729116,,,72.7108896108788,116.0,42.0,-23.6566162109375,-46.75898361206055,-23.53449058532715,-46.6999397277832,,,,1.476881909498109,18.558902740478516,0.0,11481,,,,1433271,66736141,,6999247,5460000,,,2760000,,,,
2018-01-19,,2176.386751774551,29011.4265332222,,,68.04533144241894,134.0,42.0,-23.561206817626953,-46.736820220947266,-23.534563064575195,-46.708351135253906,,,,0.8039124444735473,25.17626190185547,0.0,6357,,,,6837113,42292952,,8304384,1020000,,,63260,19800000,6240000,,900000
2018-01-20,,2326.140125318589,14414.58862122783,,,63.32904396153802,95.0,41.0,-23.56749725341797,-46.708961486816406,-23.53321647644043,-46.69172286987305,,,,0.4300763452323553,4.078607559204102,0.0,19949,,,,,36126044,,16114586,2580000,,,,27480000,2760000,,1140000
2018-01-21,,3032.0724584615164,53680.31437358371,,,66.23250540082343,115.0,44.0,-23.537473678588867,-46.70882797241211,-23.53573989868164,-46.70841979980469,,,,1.1884386007858794,29.381914138793945,0.007626326289027929,17830,,,,5218462,30149164,,13587907,,,,,29040000,3900000,,1920000
2018-01-22,,1935.48638554216,23235.482076317072,,,62.90331113159811,98.0,40.0,,,,,,,,1.5182503178565012,13.144426345825195,0.005603470839560032,10290,,,,5334684,70969584,,7001894,,,,,,,,
2018-01-23,,1772.8721389333546,15738.004445791245,,,66.54261378481506,129.0,42.0,,,,,,,,1.8216265461251755,18.64788055419922,0.02878154069185257,3945,58.0,58.0,58.0,5564094,76233895,,2972130,,,,,,,,
2018-01-24,,2093.0093628613736,26379.474360466003,,,63.6440160631489,106.0,44.0,,,,,,,,3.593665864396871,16.58635139465332,0.07065583765506744,16243,,,,4356156,66869301,,11258238,,,,,,,,
2018-01-25,,1995.1270857791915,29589.816437125206,,,68.42302931992127,107.0,41.0,,,,,,,,2.2650911994173315,14.258567810058594,0.10094697773456573,8440,57.099998474121094,57.099998474121094,57.099998474121094,8041929,69721074,,5454642,,,,,,,,
2018-01-26,,2551.8314958262417,37391.0565546155,,,67.04156275476777,130.0,42.0,,,,,,,,1.152283874528957,13.283110618591309,0.01276985090225935,21596,56.75,56.900001525878906,56.599998474121094,9774856,58234882,,16610422,,,,,,,,
2018-01-27,,1604.9671195352928,3457.671834230423,,,62.593128065732955,91.0,44.0,,,,,,,,0.7717645285871239,6.261383056640625,0.07979778200387955,7106,,,,,80361121,,5636007,,,,,,,,
2018-01-28,,2252.583665014657,33021.793731451035,,,63.68106872742395,109.0,41.0,,,,,,,,1.9101400639158608,16.71110725402832,0.07545118033885956,15219,57.0,57.0,57.0,6730432,65861429,,12843539,,,,,,,,
2018-01-29,,1581.0996664436102,2977.89430809021,,,61.22853659241905,114.0,42.0,,,,,,,,1.1665372570553616,10.512473106384277,0.008124863728880882,3541,,,,1903205,80476903,,2915310,,,,,,,,
2018-01-30,,2878.4900629628733,57381.201571941376,,,64.98366969522168,108.0,44.0,,,,,,,,1.824995405768925,13.137094497680664,0.05334769934415817,25310,57.0,57.0,57.0,14198200,52403365,,18959626,,,,,,,,
2018-01-31,,1820.300981397785,15562.99585032463,,,65.33877315583192,111.0,40.0,,,,,,,,1.2608620899764151,9.935626029968262,0.10832934826612473,7891,,,,4303449,76075625,,5735976,,,,,,,,
2018-02-01,,2634.424762758376,22125.071620203555,,,64.3780704060984,107.0,43.0,-23.564266204833984,-46.734588623046875,-23.535722732543945,-46.705997467041016,,,,0.6306508449803928,24.444608688354492,0.0,6262,,,,4406283,35183991,,8232450,6780000,,,,29160000,1200000,,
2018-02-02,,1963.000553777127,3964.0720997452736,,,62.08910833088965,85.0,48.0,-23.535839080810547,-46.70843505859375,-23.535736083984375,-46.70829391479492,,,,0.5807455307042027,4.844642162322998,0.0020969498436897993,6993,56.099998474121094,56.099998474121094,56.099998474121094,436967,54109389,,4969110,3660000,,,,19020000,3420000,,
2018-02-03,,1578.2892981053394,4113.184655666351,,,,,,,,,,,,,1.376286873304689,9.313050270080566,0.2865680456161499,5339,,,,921506,80242698,,4211844,,,,,,,,
2018-02-04,,1716.138022953613,13882.162847042084,,,,,,,,,,,,,1.710198059776762,19.30934715270996,0.2494080811738968,6520,,,,3280864,76906992,,4847463,,,,,,,,
2018-02-05,,1727.603001663902,14976.729794025421,,,,,,,,,,,,,3.7823636640295524,12.59570026397705,0.628727376461029,4392,56.099998474121094,56.099998474121094,56.099998474121094,5043880,75201899,,3139530,,,,,,,,
2018-02-06,,1987.9963150620467,20528.522978186607,,,69.20331580372302,90.0,46.0,-23.57059669494629,-46.74497985839844,-23.532543182373047,-46.70787048339844,,,,1.0548593736381795,14.584383964538574,0.0,4738,,,,4116733,40146329,,6437238,1560000,,,,25860000,7980000,,
2018-02-07,,2553.133145919868,37526.978131622076,,,63.88966420155141,96.0,42.0,-23.57326889038086,-46.736000061035156,-23.535715103149414,-46.69545364379883,,,,0.8277824991973076,14.688347816467285,0.004891622811555862,11937,57.0,57.0,57.0,8002338,30846140,,12124183,2640000,,,,20640000,10620000,,900000
2018-02-08,,2212.529682748596,29977.0148165226,,,67.66165794778918,115.0,45.0,-23.560867309570312,-46.73557662963867,-23.535776138305664,-46.636322021484375,,,,0.8890474157521854,16.216506958007812,0.0,5474,,,,5538035,42470966,,7473718,2220000,,,,17040000,11220000,,
2018-02-09,,1750.2535578974534,15945.265545845032,,,67.86475455706801,146.0,44.0,,,,,,,,1.305341415298646,21.775400161743164,0.0935489609837532,6372,,,,4284122,77718853,,4179604,,,,,,,,
2018-02-10,,1406.5842264999596,161.35668849945068,,,69.89275362093566,113.0,40.0,,,,,,,,0.5791650951792491,0.79477858543396,0.27880793809890747,1395,56.20000076293945,56.20000076293945,56.20000076293945,,84888583,,1119277,,,,,,,,
2018-02-11,,1551.1686369855734,2876.4301441907883,,,69.93406710347583,95.0,50.0,,,,,,,,1.4068575422431566,8.588361740112305,0.2578722834587097,5727,,,,,81507567,,4544074,,,,,,,,
2018-02-12,,1352.7499136583644,,,,67.52057703177618,85.0,44.0,,,,,,,,0.9170161473570944,2.2280852794647217,0.6436214447021484,,,,,,86400000,,,,,,,,,,
2018-02-13,,2245.2298914586627,35116.16720247269,,,63.04622284508069,95.0,42.0,,,,,,,,1.751937653426311,16.95661735534668,0.022813551127910614,12503,,,,8561251,66666985,,10093867,393745,,,,,,,
2018-02-14,,2320.2881060810537,39279.92117804289,,,67.95784999729703,118.0,43.0,,,,,,,,1.8799899287708395,12.431075096130371,0.060527097433805466,18790,,,,7015350,64126557,,13441494,60607,,,,,,,
2018-02-15,,1982.738365062327,15877.299082994461,,,66.74182162590881,103.0,46.0,,,,,,,,1.2085310347473592,14.996971130371094,0.02291274070739746,11841,,,,5360875,70368454,,8683443,,,,,,,,
2018-02-16,,2158.3747758336913,30855.86926150322,,,65.22593925748868,103.0,43.0,,,,,,,,1.5724718557671236,15.432472229003906,0.02339629828929901,16125,,,,6501859,68031227,,11482047,,,,,,,,
2018-02-17,,2510.3879868739855,40530.76034408808,,,62.66855542051543,102.0,45.0,,,,,,,,1.3860360828725846,11.940241813659668,0.10673315823078156,11328,55.900001525878906,55.900001525878906,55.900001525878906,13556116,65603992,,10830341,,,,,,,,
2018-02-18,,1383.394047296727,158.49751007556915,,,62.503254507509446,92.0,49.0,,,,,,,,1.4734860159217427,5.0,0.40141233801841736,774,,,,,84953621,,775509,,,,,,,,
2018-02-19,,1931.3827516064562,20375.50803422928,,,65.97662669771503,94.0,41.0,,,,,,,,1.245157898897254,11.959403038024902,0.05596674233675003,11488,,,,5464014,72360997,,7551643,,,,,,,,
2018-02-20,,1790.8687105302813,31699.295382261276,,,66.31463044022978,102.0,45.0,,,,,,,,1.838087021394108,12.823100090026855,0.11980459094047546,2388,56.5,56.5,56.5,7144639,76222496,,2330178,,,,,,,,
2018-02-21,,1775.4460724208134,15094.335408091545,,,66.91925805419416,114.0,42.0,,,,,,,,1.5516788870775455,11.7177152633667,0.22938063740730286,4391,,,,4431527,76479993,,4801937,,,,,,,,
2018-02-22,,1977.4559162840162,30609.307228326797,,,65.56643982647951,96.0,46.0,,,,,,,,1.9382635901960792,38.04190444946289,0.12425665557384491,6514,,,,8492771,68689339,,4983830,,,,,,,,
2018-02-23,,1782.8166448970856,12944.506630063057,,,64.16744675016776,94.0,46.0,,,,,,,,1.5410013586806839,13.294556617736816,0.050637077540159225,8528,56.400001525878906,56.400001525878906,56.400001525878906,4301197,74257952,,5142547,,,,,,,,
2018-02-24,,1398.881517814254,52.21547555923462,,,66.76933243800573,99.0,47.0,,,,,,,,1.0599560266993415,1.246966004371643,0.6347178816795349,2093,,,,,85161513,,1006346,,,,,,,,
2018-02-25,,2757.731902201911,38641.658244013786,,,65.97951125182155,97.0,46.0,,,,,,,,2.4305029945173136,17.670711517333984,0.05105987936258316,31246,,,,7443461,39868391,,24017279,,,,,,,,
2018-02-26,,1657.7007341912354,11886.21335697174,,,68.68216256336147,103.0,45.0,,,,,,,,1.429885990385854,10.064784049987793,0.15153947472572327,4096,56.20000076293945,56.400001525878906,56.0,3341358,78948223,,3428476,,,,,,,,
2018-02-27,,2001.1816692822335,17481.83593082428,,,52.49951701773477,62.0,41.0,,,,,,,,1.3772650212306445,16.07988166809082,0.17624901235103607,14103,,,,2936273,70388253,,11796243,,,,,,,,
2018-02-28,,1750.2826846017088,12629.882617264986,,,68.39774652227241,99.0,52.0,,,,,,,,1.8010224221480216,26.3922061920166,0.29972338676452637,8627,,,,2416541,74466988,,6599283,,,,,,,,
2018-03-01,,1910.5929587009964,4304.669774770737,,,,,,,,,,,,,1.0880853748303345,6.266104698181152,0.26928386092185974,14307,,,,1753233,71531554,,10996990,,,,,,,,
2018-03-02,,1840.7462206167697,12735.434034824371,,,,,,,,,,,,,0.9464769195320294,12.095906257629395,0.2569230794906616,9539,55.900001525878906,55.900001525878906,55.900001525878906,2442531,72644218,,8687987,,,,,,,,
2018-03-03,,2625.7316784874874,40075.21038401127,,,,,,,,,,,,,0.9630436264965926,25.880399703979492,0.16303801536560059,20653,56.099998474121094,56.099998474121094,56.099998474121094,7863105,58177608,,18468163,590403,,,,,,,
2018-03-04,,1999.023606822311,7079.875027477741,,,74.1572928843561,126.0,50.0,,,,,,,,5.7945351190379695,30.14778709411621,0.01177346520125866,17709,,,,,50095573,,14855468,,,,,,,,
2018-03-05,,2183.2192881089145,25860.721275382923,,,52.05963437706848,74.0,44.0,,,,,,,,1.1258205788046973,10.705049514770508,0.006205899640917778,4187,,,,13472106,66143266,,4647143,,,,,,,,
2018-03-06,,1730.1404724083632,13861.270967787816,,,,,,,,,,,,,0.8610260460456084,31.71575164794922,0.030948054045438766,4123,,,,4556124,76970039,,3793888,,,,,,,,
2018-03-07,,1834.911461861126,10753.05317234993,,,,,,,,,,,,,6.104635274190329,27.462556838989258,0.25370702147483826,13733,,,,666156,54508531,,9434970,186182,,,,,,,
2018-03-08,,1660.9685182797018,5490.822979688644,,,,,,,,,,,,,5.984967071873796,31.1909122467041,0.04527526721358299,10134,,,,,48859562,,7095052,,,,,,,,
2018-03-09,,2343.4486380771623,10697.75866138935,,,,,,,,,,,,,4.119985898086606,27.762508392333984,0.09720917791128159,17480,,,,4769736,45865125,,17647554,,,,,,,,
2018-03-10,,2321.571465079006,42591.33585250378,,,69.42451094352712,106.0,41.0,,,,,,,,1.309927692498404,24.762781143188477,0.05815969780087471,3673,56.400001525878906,56.400001525878906,56.400001525878906,16588436,63995031,,4322402,,,,,,,,
